id,headline,author,content,source,published_date,engagement_score,clicks,read_time,sentiment_score,is_fake
240,Headline 240,John Doe,Content of news article 240,News Source 1,2019-03-01 18:00:00,3,2202,2,-0.7333215586278821,0
241,Headline 241,Anonymous,Content of news article 241,Blog,2019-03-02 00:00:00,25,507,7,-0.41728017812591056,1
242,Headline 242,Reporter X,Content of news article 242,Blog,2019-03-02 06:00:00,63,640,12,-0.5124764962348063,0
243,Headline 243,Jane Smith,Content of news article 243,News Source 2,2019-03-02 12:00:00,61,786,7,-0.13394841112099187,0
244,Headline 244,Jane Smith,Content of news article 244,News Source 1,2019-03-02 18:00:00,12,2708,14,-0.014153657505968864,0
245,Headline 245,Jane Smith,Content of news article 245,News Source 1,2019-03-03 00:00:00,74,156,7,0.9646531029497016,1
246,Headline 246,John Doe,Content of news article 246,Independent,2019-03-03 06:00:00,81,4008,5,-0.8799780093875949,0
247,Headline 247,Jane Smith,Content of news article 247,Blog,2019-03-03 12:00:00,94,2464,1,-0.5611417252591484,0
248,Headline 248,John Doe,Content of news article 248,Blog,2019-03-03 18:00:00,41,4141,2,0.6376958167291571,1
249,Headline 249,John Doe,Content of news article 249,News Source 2,2019-03-04 00:00:00,72,3812,6,-0.4810058979714349,0
250,Headline 250,Jane Smith,Content of news article 250,News Source 2,2019-03-04 06:00:00,50,2812,13,-0.07996912826816605,1
251,Headline 251,Reporter X,Content of news article 251,Blog,2019-03-04 12:00:00,0,1338,8,-0.04915412483792059,0
252,Headline 252,Reporter X,Content of news article 252,Independent,2019-03-04 18:00:00,16,828,11,0.8849860190242627,1
253,Headline 253,Reporter X,Content of news article 253,News Source 1,2019-03-05 00:00:00,68,4622,11,0.3457439458053495,0
254,Headline 254,Reporter X,Content of news article 254,Independent,2019-03-05 06:00:00,33,4014,3,-0.5356922650175544,1
255,Headline 255,John Doe,Content of news article 255,Blog,2019-03-05 12:00:00,64,4705,14,0.11642546962235856,0
256,Headline 256,John Doe,Content of news article 256,News Source 1,2019-03-05 18:00:00,59,2633,10,0.24451284286809094,1
257,Headline 257,Anonymous,Content of news article 257,Independent,2019-03-06 00:00:00,17,1618,3,0.9215248660185544,0
258,Headline 258,Jane Smith,Content of news article 258,Independent,2019-03-06 06:00:00,31,3999,2,0.9735793580669552,0
259,Headline 259,John Doe,Content of news article 259,Independent,2019-03-06 12:00:00,86,2530,8,0.15617324500973218,0
260,Headline 260,Anonymous,Content of news article 260,News Source 1,2019-03-06 18:00:00,77,4841,3,-0.751330762264939,1
261,Headline 261,Jane Smith,Content of news article 261,Blog,2019-03-07 00:00:00,25,2554,12,-0.33776926311486766,0
262,Headline 262,John Doe,Content of news article 262,Independent,2019-03-07 06:00:00,57,4539,13,-0.4939701754995487,1
263,Headline 263,Jane Smith,Content of news article 263,News Source 2,2019-03-07 12:00:00,39,1701,5,0.9802108019113551,1
264,Headline 264,John Doe,Content of news article 264,Independent,2019-03-07 18:00:00,94,4511,5,-0.7408103342158914,0
265,Headline 265,Jane Smith,Content of news article 265,News Source 1,2019-03-08 00:00:00,7,310,13,-0.5551073672539673,1
266,Headline 266,Jane Smith,Content of news article 266,News Source 1,2019-03-08 06:00:00,28,1673,7,0.013069244569448468,0
267,Headline 267,Anonymous,Content of news article 267,Independent,2019-03-08 12:00:00,5,1904,1,0.4280620242088693,1
268,Headline 268,Reporter X,Content of news article 268,Independent,2019-03-08 18:00:00,99,1955,8,-0.0076455259271812626,0
269,Headline 269,Anonymous,Content of news article 269,News Source 2,2019-03-09 00:00:00,38,3137,10,-0.8895198513494005,1
270,Headline 270,Anonymous,Content of news article 270,Independent,2019-03-09 06:00:00,59,1119,11,-0.47912041196553656,0
271,Headline 271,Anonymous,Content of news article 271,News Source 1,2019-03-09 12:00:00,36,3705,2,0.14340836031526716,1
272,Headline 272,John Doe,Content of news article 272,Independent,2019-03-09 18:00:00,10,822,8,-0.17502086275665318,1
273,Headline 273,Reporter X,Content of news article 273,Blog,2019-03-10 00:00:00,74,4314,10,0.2594879596119062,1
274,Headline 274,Jane Smith,Content of news article 274,News Source 2,2019-03-10 06:00:00,48,80,15,0.004360010202413722,1
275,Headline 275,Jane Smith,Content of news article 275,News Source 2,2019-03-10 12:00:00,84,3361,12,-0.3763718023777056,1
276,Headline 276,Anonymous,Content of news article 276,Independent,2019-03-10 18:00:00,46,101,15,0.9079243397917856,1
277,Headline 277,Reporter X,Content of news article 277,Blog,2019-03-11 00:00:00,40,3663,4,0.13051145742796244,0
278,Headline 278,John Doe,Content of news article 278,Blog,2019-03-11 06:00:00,97,2034,5,-0.9273022826154349,0
279,Headline 279,Reporter X,Content of news article 279,News Source 2,2019-03-11 12:00:00,80,4280,13,-0.8666768186961153,0
280,Headline 280,Jane Smith,Content of news article 280,Independent,2019-03-11 18:00:00,68,1006,15,0.0719693967724111,1
281,Headline 281,Jane Smith,Content of news article 281,News Source 2,2019-03-12 00:00:00,85,1350,10,-0.3586221653495607,0
282,Headline 282,Anonymous,Content of news article 282,News Source 1,2019-03-12 06:00:00,35,4553,10,-0.8327887330750727,1
283,Headline 283,Anonymous,Content of news article 283,News Source 2,2019-03-12 12:00:00,49,4176,12,0.311040055159141,0
284,Headline 284,Reporter X,Content of news article 284,Independent,2019-03-12 18:00:00,81,4676,5,0.5059734689240165,0
285,Headline 285,Reporter X,Content of news article 285,News Source 1,2019-03-13 00:00:00,59,2114,2,-0.8593701513605552,0
286,Headline 286,John Doe,Content of news article 286,Blog,2019-03-13 06:00:00,31,4888,11,-0.9998375105770336,1
287,Headline 287,Reporter X,Content of news article 287,News Source 2,2019-03-13 12:00:00,49,2428,10,0.6865946203234232,1
288,Headline 288,Jane Smith,Content of news article 288,Blog,2019-03-13 18:00:00,93,1677,13,0.13899299164022727,1
289,Headline 289,Jane Smith,Content of news article 289,Independent,2019-03-14 00:00:00,62,1755,4,0.4504941472003823,1
290,Headline 290,Anonymous,Content of news article 290,News Source 2,2019-03-14 06:00:00,67,3554,15,0.8014923354137449,0
291,Headline 291,Reporter X,Content of news article 291,Independent,2019-03-14 12:00:00,94,2085,13,0.46638870856725556,1
292,Headline 292,John Doe,Content of news article 292,Blog,2019-03-14 18:00:00,38,3591,10,-0.5926588640324357,1
293,Headline 293,Jane Smith,Content of news article 293,News Source 2,2019-03-15 00:00:00,28,4202,5,-0.44456109279531475,1
294,Headline 294,John Doe,Content of news article 294,Blog,2019-03-15 06:00:00,66,933,15,-0.752717062190525,0
295,Headline 295,Reporter X,Content of news article 295,Independent,2019-03-15 12:00:00,14,3462,8,0.37900638773340845,0
296,Headline 296,John Doe,Content of news article 296,News Source 1,2019-03-15 18:00:00,51,3601,5,-0.8755304454830426,0
297,Headline 297,Jane Smith,Content of news article 297,News Source 2,2019-03-16 00:00:00,23,713,6,0.3671291234415204,1
298,Headline 298,Anonymous,Content of news article 298,News Source 2,2019-03-16 06:00:00,87,1149,2,-0.6027614119261644,0
299,Headline 299,Jane Smith,Content of news article 299,Blog,2019-03-16 12:00:00,36,2801,13,0.02711011285155651,1
300,Headline 300,John Doe,Content of news article 300,News Source 1,2019-03-16 18:00:00,18,4315,5,0.7747508454349856,0
301,Headline 301,Jane Smith,Content of news article 301,Independent,2019-03-17 00:00:00,65,3713,6,-0.8507083039173828,0
302,Headline 302,John Doe,Content of news article 302,Blog,2019-03-17 06:00:00,10,3206,6,0.24149678838026922,0
303,Headline 303,John Doe,Content of news article 303,News Source 2,2019-03-17 12:00:00,52,196,10,-0.3475378715097226,0
304,Headline 304,Jane Smith,Content of news article 304,News Source 2,2019-03-17 18:00:00,21,2364,3,-0.43433650219241193,1
305,Headline 305,Jane Smith,Content of news article 305,Blog,2019-03-18 00:00:00,57,248,6,-0.06431850147027363,1
306,Headline 306,John Doe,Content of news article 306,News Source 2,2019-03-18 06:00:00,16,4745,3,0.11952639666698883,0
307,Headline 307,John Doe,Content of news article 307,Independent,2019-03-18 12:00:00,84,1667,3,-0.5591108675331045,0
308,Headline 308,Anonymous,Content of news article 308,Independent,2019-03-18 18:00:00,58,2982,15,-0.21773167185174946,0
309,Headline 309,Jane Smith,Content of news article 309,Blog,2019-03-19 00:00:00,87,248,11,-0.4927331160526365,1
310,Headline 310,John Doe,Content of news article 310,News Source 1,2019-03-19 06:00:00,14,4875,15,-0.9423301709047456,0
311,Headline 311,Reporter X,Content of news article 311,News Source 2,2019-03-19 12:00:00,26,1386,11,-0.09099362869590233,0
312,Headline 312,Reporter X,Content of news article 312,News Source 1,2019-03-19 18:00:00,98,693,12,0.09393824534919104,1
313,Headline 313,John Doe,Content of news article 313,News Source 1,2019-03-20 00:00:00,38,735,14,0.7087428489468748,1
314,Headline 314,Reporter X,Content of news article 314,Independent,2019-03-20 06:00:00,85,2679,8,0.19566896067348982,0
315,Headline 315,John Doe,Content of news article 315,Blog,2019-03-20 12:00:00,38,4707,5,-0.4688032924614183,1
316,Headline 316,Reporter X,Content of news article 316,News Source 2,2019-03-20 18:00:00,56,3405,3,-0.6349247187057812,0
317,Headline 317,Reporter X,Content of news article 317,News Source 2,2019-03-21 00:00:00,34,3480,1,-0.7111694308272825,1
318,Headline 318,Anonymous,Content of news article 318,Blog,2019-03-21 06:00:00,92,4311,1,-0.5153587195879119,1
319,Headline 319,Anonymous,Content of news article 319,Blog,2019-03-21 12:00:00,9,282,10,0.5918052657455413,0
320,Headline 320,Anonymous,Content of news article 320,News Source 2,2019-03-21 18:00:00,44,1063,1,-0.14960265624984626,0
321,Headline 321,Anonymous,Content of news article 321,News Source 2,2019-03-22 00:00:00,64,3458,5,0.4048398298445566,0
322,Headline 322,Jane Smith,Content of news article 322,News Source 2,2019-03-22 06:00:00,63,4273,6,-0.3408817172964589,0
323,Headline 323,Reporter X,Content of news article 323,News Source 1,2019-03-22 12:00:00,24,2130,11,-0.40226055921984694,0
324,Headline 324,Jane Smith,Content of news article 324,Blog,2019-03-22 18:00:00,97,3430,8,0.7022589627223046,1
325,Headline 325,Anonymous,Content of news article 325,News Source 1,2019-03-23 00:00:00,33,2303,6,-0.21908366027842519,0
326,Headline 326,Reporter X,Content of news article 326,Blog,2019-03-23 06:00:00,88,283,4,-0.36689851814449415,0
327,Headline 327,Jane Smith,Content of news article 327,Blog,2019-03-23 12:00:00,16,2468,4,-0.9891248266475998,1
328,Headline 328,Anonymous,Content of news article 328,News Source 2,2019-03-23 18:00:00,29,1127,12,0.7105261097365305,0
329,Headline 329,Anonymous,Content of news article 329,News Source 1,2019-03-24 00:00:00,13,2843,10,0.06085381338524454,0
330,Headline 330,Reporter X,Content of news article 330,Blog,2019-03-24 06:00:00,42,4197,2,0.43715556247170584,0
331,Headline 331,John Doe,Content of news article 331,Independent,2019-03-24 12:00:00,19,4651,15,0.10771625141507823,1
332,Headline 332,Jane Smith,Content of news article 332,Independent,2019-03-24 18:00:00,20,4527,3,0.9878651256585116,1
333,Headline 333,Reporter X,Content of news article 333,Blog,2019-03-25 00:00:00,36,599,8,0.20710469966868872,0
334,Headline 334,John Doe,Content of news article 334,News Source 1,2019-03-25 06:00:00,30,310,4,0.5799530374215773,0
335,Headline 335,John Doe,Content of news article 335,Independent,2019-03-25 12:00:00,41,3822,3,0.04357725444050686,0
336,Headline 336,Reporter X,Content of news article 336,Independent,2019-03-25 18:00:00,57,204,2,0.8554312928479124,0
337,Headline 337,Reporter X,Content of news article 337,News Source 1,2019-03-26 00:00:00,27,549,13,-0.6055327349195365,0
338,Headline 338,John Doe,Content of news article 338,Blog,2019-03-26 06:00:00,24,4890,6,-0.893066013164618,0
339,Headline 339,Reporter X,Content of news article 339,Independent,2019-03-26 12:00:00,31,4821,13,-0.24473472080009206,0
340,Headline 340,Reporter X,Content of news article 340,Blog,2019-03-26 18:00:00,96,4710,2,-0.841130264417177,0
341,Headline 341,Anonymous,Content of news article 341,Blog,2019-03-27 00:00:00,66,4873,5,-0.48953012473078195,1
342,Headline 342,Reporter X,Content of news article 342,News Source 2,2019-03-27 06:00:00,40,2374,9,-0.01645888676632179,1
343,Headline 343,John Doe,Content of news article 343,News Source 1,2019-03-27 12:00:00,28,2946,8,-0.0543142884750587,1
344,Headline 344,John Doe,Content of news article 344,News Source 1,2019-03-27 18:00:00,59,645,10,-0.7271669663832405,1
345,Headline 345,John Doe,Content of news article 345,News Source 2,2019-03-28 00:00:00,85,3136,6,0.29438102273580524,0
346,Headline 346,Anonymous,Content of news article 346,News Source 1,2019-03-28 06:00:00,69,3081,9,-0.8717913810795983,1
347,Headline 347,Anonymous,Content of news article 347,Independent,2019-03-28 12:00:00,18,2781,15,0.5417229736489115,1
348,Headline 348,John Doe,Content of news article 348,News Source 2,2019-03-28 18:00:00,31,3621,11,0.14417974466410333,1
349,Headline 349,Reporter X,Content of news article 349,News Source 1,2019-03-29 00:00:00,20,2012,4,-0.4795722950959924,0
350,Headline 350,Reporter X,Content of news article 350,News Source 2,2019-03-29 06:00:00,68,2479,13,0.0919522515391833,1
351,Headline 351,Anonymous,Content of news article 351,Blog,2019-03-29 12:00:00,39,4230,7,0.13490829341320776,1
352,Headline 352,Anonymous,Content of news article 352,News Source 2,2019-03-29 18:00:00,23,2453,3,-0.5125229987468942,1
353,Headline 353,Reporter X,Content of news article 353,Blog,2019-03-30 00:00:00,76,4124,2,-0.346191571293466,1
354,Headline 354,Reporter X,Content of news article 354,News Source 1,2019-03-30 06:00:00,73,526,14,0.25174484972277456,0
355,Headline 355,Reporter X,Content of news article 355,News Source 1,2019-03-30 12:00:00,61,2221,12,0.5655059983367792,0
356,Headline 356,Anonymous,Content of news article 356,News Source 2,2019-03-30 18:00:00,93,4280,13,0.995665275097027,1
357,Headline 357,John Doe,Content of news article 357,Independent,2019-03-31 00:00:00,75,1054,2,0.8637127254982819,1
358,Headline 358,Anonymous,Content of news article 358,News Source 2,2019-03-31 06:00:00,16,1664,4,0.11410465128166436,1
359,Headline 359,Reporter X,Content of news article 359,Blog,2019-03-31 12:00:00,68,4781,4,-0.04260974783291083,0
360,Headline 360,Jane Smith,Content of news article 360,News Source 1,2019-03-31 18:00:00,66,3407,11,-0.3497815150681147,0
361,Headline 361,Reporter X,Content of news article 361,Independent,2019-04-01 00:00:00,49,682,9,-0.8558401632938533,0
362,Headline 362,Jane Smith,Content of news article 362,News Source 1,2019-04-01 06:00:00,29,3403,2,0.47311877843476724,0
363,Headline 363,Reporter X,Content of news article 363,News Source 1,2019-04-01 12:00:00,16,187,9,0.5510042536952533,0
364,Headline 364,John Doe,Content of news article 364,Independent,2019-04-01 18:00:00,62,2746,7,0.3532160587171729,0
365,Headline 365,John Doe,Content of news article 365,Blog,2019-04-02 00:00:00,38,108,8,0.20003138045528734,0
366,Headline 366,John Doe,Content of news article 366,Blog,2019-04-02 06:00:00,38,1390,15,0.6163756940421408,0
367,Headline 367,John Doe,Content of news article 367,Blog,2019-04-02 12:00:00,74,2516,7,0.9297301871230375,1
368,Headline 368,Reporter X,Content of news article 368,News Source 1,2019-04-02 18:00:00,36,3705,1,0.7219999337604124,1
369,Headline 369,Reporter X,Content of news article 369,Blog,2019-04-03 00:00:00,88,4406,8,-0.47161872146870154,0
370,Headline 370,Jane Smith,Content of news article 370,News Source 2,2019-04-03 06:00:00,78,1120,12,0.10500032947460824,1
371,Headline 371,Anonymous,Content of news article 371,Independent,2019-04-03 12:00:00,17,4622,7,0.8136312219425688,1
372,Headline 372,Anonymous,Content of news article 372,Independent,2019-04-03 18:00:00,58,3600,15,0.9179288814261763,0
373,Headline 373,Jane Smith,Content of news article 373,News Source 1,2019-04-04 00:00:00,8,441,5,-0.16046780404090422,1
374,Headline 374,John Doe,Content of news article 374,News Source 2,2019-04-04 06:00:00,37,2306,3,0.8758048087315151,0
375,Headline 375,Anonymous,Content of news article 375,News Source 2,2019-04-04 12:00:00,0,2485,11,-0.743208642751096,1
376,Headline 376,Jane Smith,Content of news article 376,News Source 1,2019-04-04 18:00:00,40,3865,13,-0.8962746873652394,0
377,Headline 377,John Doe,Content of news article 377,Independent,2019-04-05 00:00:00,5,1749,4,0.36448945494874474,1
378,Headline 378,John Doe,Content of news article 378,Independent,2019-04-05 06:00:00,61,3078,13,0.2272131296294475,1
379,Headline 379,John Doe,Content of news article 379,Blog,2019-04-05 12:00:00,4,1259,3,0.8212953335198749,0
380,Headline 380,Reporter X,Content of news article 380,News Source 2,2019-04-05 18:00:00,98,4091,6,-0.7524881776842998,0
381,Headline 381,Reporter X,Content of news article 381,Independent,2019-04-06 00:00:00,0,4888,7,0.8488400918108598,0
382,Headline 382,Jane Smith,Content of news article 382,News Source 1,2019-04-06 06:00:00,10,199,15,-0.7848433107650485,1
383,Headline 383,Anonymous,Content of news article 383,News Source 2,2019-04-06 12:00:00,67,3739,15,0.4768442630770122,0
